img1,img2,distance
..\image_labeling\data\labeled\intact\frames_f8c86f54398c_img2.jpg,..\image_labeling\data\labeled\intact\frames_f8c86f54398c_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_f9938c1852c5_img1.jpg,..\image_labeling\data\labeled\intact\frames_f9938c1852c5_img2.jpg,6
..\image_labeling\data\labeled\intact\frames_f9938c1852c5_img1.jpg,..\image_labeling\data\labeled\intact\frames_f9938c1852c5_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_f9938c1852c5_img2.jpg,..\image_labeling\data\labeled\intact\frames_f9938c1852c5_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_face27429a8d_img1.jpg,..\image_labeling\data\labeled\intact\frames_face27429a8d_img2.jpg,10
..\image_labeling\data\labeled\intact\frames_face27429a8d_img2.jpg,..\image_labeling\data\labeled\intact\frames_face27429a8d_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_fb2f19f30e17_img2.jpg,..\image_labeling\data\labeled\intact\frames_fb2f19f30e17_img3.jpg,6
..\image_labeling\data\labeled\intact\frames_fb819324cbe1_img2.jpg,..\image_labeling\data\labeled\intact\frames_fb819324cbe1_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_fc7540932882_img1.jpg,..\image_labeling\data\labeled\intact\frames_fc7540932882_img2.jpg,10
..\image_labeling\data\labeled\intact\frames_fc7540932882_img2.jpg,..\image_labeling\data\labeled\intact\frames_fc7540932882_img3.jpg,2
..\image_labeling\data\labeled\intact\frames_fcdcec0b2af6_img1.jpg,..\image_labeling\data\labeled\intact\frames_fcdcec0b2af6_img2.jpg,10
..\image_labeling\data\labeled\intact\frames_fd0f3c8d5761_img1.jpg,..\image_labeling\data\labeled\intact\frames_fd0f3c8d5761_img2.jpg,10
..\image_labeling\data\labeled\intact\frames_fd0f3c8d5761_img2.jpg,..\image_labeling\data\labeled\intact\frames_fd0f3c8d5761_img3.jpg,10
..\image_labeling\data\labeled\intact\frames_fd5927b5f412_img1.jpg,..\image_labeling\data\labeled\intact\frames_fd5927b5f412_img2.jpg,6
..\image_labeling\data\labeled\intact\frames_fd85109a5e12_img1.jpg,..\image_labeling\data\labeled\intact\frames_fd85109a5e12_img2.jpg,0
..\image_labeling\data\labeled\intact\frames_fd85109a5e12_img1.jpg,..\image_labeling\data\labeled\intact\frames_fd85109a5e12_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_fd85109a5e12_img2.jpg,..\image_labeling\data\labeled\intact\frames_fd85109a5e12_img3.jpg,4
..\image_labeling\data\labeled\intact\frames_fde315506a91_img2.jpg,..\image_labeling\data\labeled\intact\frames_fde315506a91_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_ff7387478b34_img1.jpg,..\image_labeling\data\labeled\intact\frames_ff7387478b34_img2.jpg,6
..\image_labeling\data\labeled\intact\frames_ff7387478b34_img1.jpg,..\image_labeling\data\labeled\intact\frames_ff7387478b34_img3.jpg,8
..\image_labeling\data\labeled\intact\frames_ff7387478b34_img2.jpg,..\image_labeling\data\labeled\intact\frames_ff7387478b34_img3.jpg,2
..\image_labeling\data\labeled\intact\raw_media_00eb68b740b3_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_b4d5d604353f_img1.jpg,10
..\image_labeling\data\labeled\intact\raw_media_019985708404_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_1d9f711766f8_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_027e44afe359_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_79a4b593071e_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_027e44afe359_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_bcccaf6ae27f_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_027e89f9477b_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_4d4b6a8a3c31_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_027e89f9477b_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_4e32739bd4b5_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_027e89f9477b_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_a5897242c939_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_02bd982c54e8_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_ffe334f0abd9_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_032714512b94_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_c1100995a60d_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0456b6bd372b_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_2705b408a38e_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_04d7d0e8d7b0_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_dbe4f1147f21_img4.jpg,4
..\image_labeling\data\labeled\intact\raw_media_04d7d0e8d7b0_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_ea6df386a775_img1.jpg,10
..\image_labeling\data\labeled\intact\raw_media_05ded1982355_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_e3a21c37121f_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0681b1ad21b4_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_50ea6212e669_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0696864ab49a_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_b11cde9827d0_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_06c75feea43f_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_2d931f9efce4_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_06c75feea43f_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_2d931f9efce4_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_06c75feea43f_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_2d931f9efce4_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_06e89962ad6c_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_92e9f0dcee41_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_06e89962ad6c_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_92e9f0dcee41_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_07417f24575d_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_2dd0b21ca851_img2.jpg,10
..\image_labeling\data\labeled\intact\raw_media_079baa1103a4_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_c699947ac2d8_img1.jpg,10
..\image_labeling\data\labeled\intact\raw_media_0882a46321f1_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_8aeb9403ebac_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_08a7dfcbd29d_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_6fdd828b63bb_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_08a7dfcbd29d_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_7f501671fa4b_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_08a7dfcbd29d_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_905d4f56d0e1_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_090a61017d39_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_ab0e732e5234_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_090a7828d714_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_dac775d9e3e5_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0a4892ce0115_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_77e5af2ccdf5_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0a91f72d9552_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_bf887b5fc52b_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0a9a704ea556_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_de56ba272e93_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0b197646c8c3_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_ac79087eb05f_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0b197646c8c3_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_0b197646c8c3_img3.jpg,8
..\image_labeling\data\labeled\intact\raw_media_0b197646c8c3_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_ac79087eb05f_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0b197646c8c3_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_ac79087eb05f_img3.jpg,8
..\image_labeling\data\labeled\intact\raw_media_0b197646c8c3_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_ac79087eb05f_img2.jpg,8
..\image_labeling\data\labeled\intact\raw_media_0b197646c8c3_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_ac79087eb05f_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0b197646c8c3_img4.jpg,..\image_labeling\data\labeled\intact\raw_media_ac79087eb05f_img4.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0bc1b46a227f_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_4063b5b634db_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0bc1b46a227f_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_4063b5b634db_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0ce82befdcb9_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_1598d0e9b313_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0ce82befdcb9_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_1d15665996ff_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0ce82befdcb9_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_23a5fb4e8a82_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0ce82befdcb9_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_1598d0e9b313_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0ce82befdcb9_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_1d15665996ff_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0ce82befdcb9_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_23a5fb4e8a82_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0ce82befdcb9_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_1598d0e9b313_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0ce82befdcb9_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_1d15665996ff_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0ce82befdcb9_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_23a5fb4e8a82_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0d605876f500_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_29a98ba69fc4_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0d6b98ef35d4_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_6c1b51c0b3b7_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_0ea5f9deb418_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_b5e4509d64c2_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_10b04047c04d_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_1e1add5d458e_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_10e2c3bc67b2_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_2e2fc0d98f75_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_10e2c3bc67b2_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_bea55d1f8767_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_10e2c3bc67b2_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_ead707afb0e9_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_12d6014c4012_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_b5a52ba0224e_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_13a92f43d7c9_img2.jpg,..\image_labeling\data\labeled\irrelevant\frames_13a92f43d7c9_img2.jpg,10
..\image_labeling\data\labeled\intact\raw_media_1419fb70033a_img4.jpg,..\image_labeling\data\labeled\intact\raw_media_6101bf85345f_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1419fb70033a_img5.jpg,..\image_labeling\data\labeled\intact\raw_media_6101bf85345f_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1419fb70033a_img6.jpg,..\image_labeling\data\labeled\intact\raw_media_6101bf85345f_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1598d0e9b313_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_1d15665996ff_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1598d0e9b313_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_23a5fb4e8a82_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1598d0e9b313_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_1d15665996ff_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1598d0e9b313_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_23a5fb4e8a82_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1598d0e9b313_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_1d15665996ff_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1598d0e9b313_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_23a5fb4e8a82_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_160221c475fc_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_2cdc63c500f2_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_161ce0083eed_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_fe078169b986_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1633f07f18ab_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_742a1bab3a9e_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1633f07f18ab_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_742a1bab3a9e_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1633f07f18ab_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_742a1bab3a9e_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1633f07f18ab_img4.jpg,..\image_labeling\data\labeled\intact\raw_media_1633f07f18ab_img5.jpg,2
..\image_labeling\data\labeled\intact\raw_media_1633f07f18ab_img4.jpg,..\image_labeling\data\labeled\intact\raw_media_742a1bab3a9e_img4.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1633f07f18ab_img4.jpg,..\image_labeling\data\labeled\intact\raw_media_742a1bab3a9e_img5.jpg,2
..\image_labeling\data\labeled\intact\raw_media_1633f07f18ab_img5.jpg,..\image_labeling\data\labeled\intact\raw_media_742a1bab3a9e_img4.jpg,2
..\image_labeling\data\labeled\intact\raw_media_1633f07f18ab_img5.jpg,..\image_labeling\data\labeled\intact\raw_media_742a1bab3a9e_img5.jpg,0
..\image_labeling\data\labeled\intact\raw_media_164098a28f09_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_dc286a4b8504_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1768e992ae9d_img4.jpg,..\image_labeling\data\labeled\intact\raw_media_1d93c5a217a1_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1768e992ae9d_img4.jpg,..\image_labeling\data\labeled\intact\raw_media_fe2800b9ff19_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_176a02988792_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_85252d85c43c_img1.jpg,10
..\image_labeling\data\labeled\intact\raw_media_1778bfdd0856_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_408de418714d_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1778bfdd0856_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_8371e48b2fec_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_181a3623ca19_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_181a3623ca19_img3.jpg,8
..\image_labeling\data\labeled\intact\raw_media_188cc75dac8e_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_e61a3852b06e_img1.jpg,10
..\image_labeling\data\labeled\intact\raw_media_19bbb61e53ac_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_19bbb61e53ac_img2.jpg,8
..\image_labeling\data\labeled\intact\raw_media_19d2abf6e154_img1.jpg,..\image_labeling\data\labeled\irrelevant\raw_media_93093a988b14_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1ab51d425528_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_a21be65b0bde_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1b636fec2187_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_38957e2ce0c2_img1.jpg,10
..\image_labeling\data\labeled\intact\raw_media_1b6b09a2fe45_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_ec2ee32be70b_img1.jpg,10
..\image_labeling\data\labeled\intact\raw_media_1b6b09a2fe45_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_f874873be3f7_img1.jpg,6
..\image_labeling\data\labeled\intact\raw_media_1c0fd4847fb3_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_1c0fd4847fb3_img2.jpg,4
..\image_labeling\data\labeled\intact\raw_media_1c37b923db7e_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_553d8d6ea2c0_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1c4b0bfff0fc_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_5634a961b99e_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1c4b0bfff0fc_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_1c4b0bfff0fc_img4.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1c4b0bfff0fc_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_5634a961b99e_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1c4b0bfff0fc_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_5634a961b99e_img4.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1c4b0bfff0fc_img4.jpg,..\image_labeling\data\labeled\intact\raw_media_5634a961b99e_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1c4b0bfff0fc_img4.jpg,..\image_labeling\data\labeled\intact\raw_media_5634a961b99e_img4.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1c61ae81bd9f_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_f555078c6e54_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1c61ae81bd9f_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_9ae794f17b17_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1c61ae81bd9f_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_9de2e0bf3566_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1c61ae81bd9f_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_f555078c6e54_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1caa396d61ee_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_2725794512f9_img1.jpg,8
..\image_labeling\data\labeled\intact\raw_media_1cc01b9baad1_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_c9c2be4d3b73_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1d15665996ff_img1.jpg,..\image_labeling\data\labeled\intact\raw_media_23a5fb4e8a82_img2.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1d15665996ff_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_23a5fb4e8a82_img1.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1d15665996ff_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_23a5fb4e8a82_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1d8c705ce797_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_3bf74eecce38_img1.jpg,10
..\image_labeling\data\labeled\intact\raw_media_1d8c705ce797_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_8072b4d973e2_img1.jpg,6
..\image_labeling\data\labeled\intact\raw_media_1d8c705ce797_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_cbb44272a449_img1.jpg,8
..\image_labeling\data\labeled\intact\raw_media_1d8c705ce797_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_e627b3409103_img1.jpg,8
..\image_labeling\data\labeled\intact\raw_media_1d8c705ce797_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_edb3d2ed2cd0_img1.jpg,6
..\image_labeling\data\labeled\intact\raw_media_1d93c5a217a1_img2.jpg,..\image_labeling\data\labeled\intact\raw_media_fe2800b9ff19_img4.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1d93c5a217a1_img3.jpg,..\image_labeling\data\labeled\intact\raw_media_fe2800b9ff19_img3.jpg,0
..\image_labeling\data\labeled\intact\raw_media_1d93c5a217a1_img4.jpg,..\image_labeling\data\labeled\intact\raw_media_fe2800b9ff19_img2.jpg,0
