"text","rating","date","image_urls","product_url","scraped_at"
"Rất tuyệt vời","5","","","https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb","2026-04-14T21:33:43.522346"
"Ok","5","","","https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb","2026-04-14T21:33:43.522642"
"Rất Tốt","5","","","https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb","2026-04-14T21:33:43.522819"
"Mọi thứ rất tuyệt vời, tôi có một trải nghiệm vô cùng hài lòng với chiếc IPhone 15 Pro Max 1TB , nhân viên phục vụ tôi rất tận tâm và nhiệt tình. Tôi rất hài lòng .","5","","https://cdn.tgdd.vn/comment/55763419/loyalty_1697089815671BD1KC.jpg|https://cdn.tgdd.vn/comment/55763419/loyalty_1697089815671M45RN.jpg|https://cdn.tgdd.vn/comment/55763419/loyalty_1697089815671BFS27.jpg","https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb","2026-04-14T21:33:43.523090"
"","5","","","https://www.thegioididong.com/dtdd/iphone-15-pro-max-1tb","2026-04-14T21:33:43.523229"
