"text","rating","date","image_urls","product_url","scraped_at"
"mới mua may ngay ma tuột bin mau qua","5","","","https://www.thegioididong.com/dtdd/iphone-16-pro","2026-04-14T21:26:52.457508"
"Máy mở camera lên 1 xíu là nóng bỏng tay","5","2025-10-27","","https://www.thegioididong.com/dtdd/iphone-16-pro","2026-04-14T21:26:52.457619"
"Thấy khách mua trả góp nên mua điện thoại mà ko tư vấn ốp lưng hay cường lực gì cả nhỉ, thấy bây giờ ghé tgdd ko còn được tiếp đón như ngày trước nữa, nhân viên nhiều mà toàn thấy túm tụm tám chuyện, khi ra về còn để mình tự mở cửa nữa, mình ko phải bị gì ko tự mở đc cửa nhưng cảm thấy lần ghé này thật sự tệ","5","","","https://www.thegioididong.com/dtdd/iphone-16-pro","2026-04-14T21:26:52.457728"
"Sau 2 tháng sử dụng mình có ý kiến như sau Về dịch vụ chăm sóc khách hàng ở tgdđ thì không có gì để bàn. Về phần sản phẩm thì sau 2 tháng sử dụng mình thấy trường hợp của mình phần mặt lưng kính dễ bị các vết lấm tấm mọi người hay kêu là bụi vào ốp ấy nhưng mình hầu như ngày nào cũng tháo ốp lau chùi, mặt kính thì dễ bị xước mới tháo cường lực ở cty bỏ túi quần chạy 15p về thấy bị 1 vết. Mình sẽ đem ra cửa hàng để được các bạn tư vấn thêm.","5","2025-09-30","","https://www.thegioididong.com/dtdd/iphone-16-pro","2026-04-14T21:26:52.457837"
"Mới mua được 20 ngày để qua đêm 10 tiếng tụt 20% , trong khi không ứng dụng chạy ngầm , không bật wifi, hay 4g, đúng là quá tệ","5","","","https://www.thegioididong.com/dtdd/iphone-16-pro","2026-04-14T21:26:52.457919"
"mới mua cách nhau dc 10 ngày giảm hẳn 1tr là s ip xuống giá ác vậy","5","","","https://www.thegioididong.com/dtdd/iphone-16-pro","2026-04-14T21:26:52.457987"
"Mình vừa mua với giá 25tr690 mang về tới nhà vào trang xem lại giá thì lại là 25tr090 là sao ta","5","1311-11-13","https://cdnv2.tgdd.vn/webmwg/comment/13/11/1311fdb8ee2eeb69b522ad5b2870cbeb.jpeg|https://cdnv2.tgdd.vn/webmwg/comment/4e/a1/4ea1dbdc399cd7b4d8535b61a6ca8ff7.jpeg","https://www.thegioididong.com/dtdd/iphone-16-pro","2026-04-14T21:26:52.458071"
"Mới mua thấy ổn pin cao","5","","","https://www.thegioididong.com/dtdd/iphone-16-pro","2026-04-14T21:26:52.458137"
"Đã mua tại dmx. Pin trâu. Máy mượt. 6.3 nhỉ gọn dễ bỏ túi ạ","5","","","https://www.thegioididong.com/dtdd/iphone-16-pro","2026-04-14T21:26:52.458230"
"Mình mua máy giá hơn 24 triệu, mà màn hình bị ngả vàng, độ sáng tối hơn cả con iphone 13 đang sử dụng, không biết do không may mắn mở trúng máy bị vàng hay do dòng này màn hình đều thế. Nói chung là hơi thất vọng về máy, không như mong đợi","5","","","https://www.thegioididong.com/dtdd/iphone-16-pro","2026-04-14T21:26:52.458367"
